           1  -679.78757765921671        139.51464683150081        3.9062500000000000E-002
           2  -692.40061777817402        52.182455240132626        4.4921875000000000E-002
           3  -694.07266596918566       -146.97046407075300        4.0364583333333336E-002
           4  -694.43998219577713       -155.46164177556727        3.6132812500000000E-002
           5  -697.82953301488749       -22.351798342567882        3.9843749999999997E-002
           6  -702.58581570037791       -88.788994080590626        3.9713541666666664E-002
           7  -717.56515302714524       -199.43493860707190        4.3526785714285712E-002
           8  -719.87241348742111       -198.27373856502595        4.3457031250000000E-002
           9  -727.04945219871968       -224.23567605208567        4.2968750000000000E-002
          10  -723.76771053233210       -219.58909655273095        4.2578125000000001E-002
          11  -723.56172032299639       -112.42578142174222        4.3323863636363640E-002
          12  -726.79905359587701       -301.25922500083220        4.1992187500000000E-002
          13  -731.83525784525250       -295.24899981210314        4.2067307692307696E-002
          14  -734.53061610485304       -223.53514218052820        4.0178571428571432E-002
          15  -737.71476661756014       -121.88036246109195        3.9583333333333331E-002
          16  -741.44431532361193       -46.571913298969662        3.9306640625000000E-002
          17  -737.78997520713108       -80.859814841885665        3.8602941176470590E-002
          18  -734.24362259000839       -78.037227006652230        3.7760416666666664E-002
          19  -734.09604819737785       -103.09739578040941        3.7212171052631582E-002
          20  -726.71580657974141        7.3659343922629965        3.7695312500000001E-002
          21  -730.31746803609485       -126.46346726160294        3.8132440476190479E-002
          22  -732.75250754751869       -153.82064816090690        3.7109375000000000E-002
          23  -729.90667125027812       -263.18017832903820        3.7024456521739128E-002
          24  -735.23004666456700       -210.76443035037207        3.7597656250000000E-002
          25  -732.26621920991477       -313.67977910965806        3.7499999999999999E-002
          26  -727.38671487628903       -253.50476001379255        3.7560096153846152E-002
          27  -725.63113502072633       -343.89554862539626        3.7181712962962965E-002
          28  -731.62120003392295       -446.95851504581930        3.7527901785714288E-002
          29  -730.39965102251040       -487.06912182626161        3.7580818965517244E-002
          30  -726.80423374260238       -380.22759955163758        3.7239583333333333E-002
          31  -729.20874911831174       -338.29267108417957        3.6920362903225805E-002
          32  -733.78535226371787       -331.79207517627509        3.6621093750000000E-002
          33  -737.03210709614098       -384.43266776820934        3.6221590909090912E-002
          34  -736.03694928945345       -344.71679858364922        3.5960477941176468E-002
          35  -742.07538092365473       -410.01083665033326        3.6495535714285716E-002
          36  -738.17769204718275       -392.34216712988240        3.6132812500000000E-002
          37  -736.95757112825174       -338.50172582070763        3.5895270270270271E-002
          38  -737.24716870107068       -202.96385488279034        3.5773026315789470E-002
          39  -741.16045379832292       -259.90405247337202        3.5857371794871792E-002
          40  -738.50617782483198       -308.30765968429995        3.5839843750000003E-002
          41  -737.46032020609459       -333.86983603045599        3.5346798780487805E-002
          42  -739.99938291451042       -376.45066840501056        3.5063244047619048E-002
          43  -741.59421313525240       -451.81594416849356        3.4974563953488372E-002
          44  -745.00303980412343       -390.76863132452365        3.4534801136363640E-002
          45  -748.48863706792326       -407.36464059718156        3.4548611111111113E-002
          46  -751.53289057101392       -471.10204457847908        3.4391983695652176E-002
          47  -755.92968573666542       -560.53912743470039        3.4574468085106384E-002
          48  -751.26738339004851       -522.55442733353061        3.4261067708333336E-002
          49  -754.27601923143800       -556.62318326267268        3.4518494897959183E-002
          50  -752.38697759291495       -645.41627364041904        3.4453125000000001E-002
          51  -750.18094541879077       -629.65172902088523        3.4543504901960786E-002
          52  -750.39189049258164       -597.16462994876713        3.4405048076923080E-002
          53  -752.78832904302715       -585.95282205035619        3.4419221698113206E-002
          54  -752.08909403705513       -693.27248007776279        3.4360532407407406E-002
          55  -749.37696476521342       -685.78677838398801        3.4232954545454546E-002
          56  -746.94597111358621       -636.02443158747826        3.4179687500000000E-002
          57  -752.80304879411665       -733.40266432666976        3.4059758771929821E-002
          58  -751.12829117101421       -661.70087342189242        3.3943965517241381E-002
          59  -761.00073209996447       -719.52325003302792        3.3699682203389827E-002
          60  -758.78973672887901       -717.41098375360309        3.3854166666666664E-002
          61  -756.77824832243834       -740.68659541967941        3.3747438524590161E-002
          62  -757.82465259776814       -776.82969141748345        3.3770161290322578E-002
          63  -755.69975236798450       -736.24453412692640        3.3792162698412696E-002
          64  -760.75394652836371       -851.91360199666883        3.3935546875000000E-002
          65  -757.82444451202559       -860.87022540082592        3.3713942307692306E-002
          66  -759.81050244141557       -904.64438247596388        3.3558238636363640E-002
          67  -760.57073521114262       -843.59747374187327        3.3931902985074626E-002
          68  -756.52111049195128       -876.40816503307644        3.3835018382352942E-002
          69  -756.34273945390601       -815.40404566728228        3.3910778985507248E-002
          70  -753.10822254424602       -735.32341432326803        3.4040178571428568E-002
          71  -753.27684108549590       -724.58987124803366        3.3890845070422539E-002
          72  -755.59509678833638       -720.40161695217012        3.3962673611111112E-002
          73  -754.20560829340639       -680.15679100017462        3.3764982876712327E-002
          74  -755.09297541975627       -782.51123073198551        3.3730996621621621E-002
          75  -757.10610571100233       -751.51460542353800        3.3750000000000002E-002
          76  -758.85680139597196       -797.36813606811381        3.3562911184210530E-002
          77  -756.25628144229040       -712.01557928031013        3.3329951298701296E-002
          78  -758.48888178057848       -657.46819467307932        3.3553685897435896E-002
          79  -759.77806099820896       -587.81455789871541        3.3376186708860757E-002
          80  -753.90547370748288       -481.57590939035845        3.3544921875000001E-002
          81  -753.10450914649243       -396.08672231801654        3.3420138888888888E-002
          82  -757.26157993991455       -593.92793723250793        3.3584222560975610E-002
          83  -760.78921790370407       -626.12200004115391        3.3414909638554216E-002
          84  -758.40137421117527       -697.96715444759570        3.3482142857142856E-002
          85  -758.07947120327810       -751.58683213759912        3.3501838235294117E-002
          86  -754.60447676546789       -759.66173493706003        3.3430232558139532E-002
          87  -752.98478306893662       -584.56468735854173        3.3674568965517244E-002
          88  -745.76083900827473       -583.54902577664711        3.3957741477272728E-002
          89  -748.79952110347631       -729.63666907461231        3.4234550561797750E-002
          90  -748.64882609361962       -744.46644425504985        3.4157986111111108E-002
          91  -751.93796225356130       -826.12280080895778        3.3911401098901096E-002
          92  -758.19452318981553       -815.24264108107809        3.4137228260869568E-002
          93  -765.48425342313283       -947.30725640415346        3.4316196236559141E-002
